message,severity,attributes,tags,timestamp
"	    reason          TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567076607Z
	    created_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567079937Z
	);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567082707Z
"	CREATE INDEX IF NOT EXISTS idx_status_history_campaign ON campaign_status_history(campaign_id, created_at DESC);",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567085517Z
	,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567088347Z
	CREATE TABLE IF NOT EXISTS campaign_influencers (,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567091216Z
"	    id              UUID PRIMARY KEY DEFAULT extensions.uuid_generate_v4(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567094006Z
"	    campaign_id     UUID NOT NULL REFERENCES campaigns(id) ON DELETE CASCADE,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567096906Z
"	    influencer_id   UUID NOT NULL REFERENCES influencers(id) ON DELETE RESTRICT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567099516Z
"	    role            TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567102626Z
"	    tier            influencer_tier NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567105086Z
"	    agreed_fee      NUMERIC(12, 2),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567107906Z
"	    currency        TEXT NOT NULL DEFAULT 'USD',",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567110556Z
"	    deliverables    JSONB NOT NULL DEFAULT '[]'::jsonb,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567112986Z
"	    status          campaign_influencer_status NOT NULL DEFAULT 'PROPUESTO',",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567115716Z
"	    contracted_at   TIMESTAMPTZ,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567118606Z
"	    delivered_at    TIMESTAMPTZ,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567121536Z
"	    notes           TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567124506Z
"	    created_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567127386Z
"	    updated_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567130126Z
"	    UNIQUE (campaign_id, influencer_id)",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567132916Z
	);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567136656Z
	CREATE INDEX IF NOT EXISTS idx_campaign_influencers_campaign ON campaign_influencers(campaign_id);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.567139176Z
	    updated_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568646986Z
	CREATE INDEX IF NOT EXISTS idx_campaign_influencers_influencer ON campaign_influencers(influencer_id);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568650846Z
	);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568654616Z
	CREATE INDEX IF NOT EXISTS idx_campaign_links_campaign ON campaign_links(campaign_id);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568661676Z
	CREATE INDEX IF NOT EXISTS idx_campaign_influencers_status ON campaign_influencers(status);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568663636Z
	CREATE INDEX IF NOT EXISTS idx_campaign_links_type ON campaign_links(link_type);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568667636Z
	,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568673286Z
	,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568674286Z
	CREATE TABLE IF NOT EXISTS campaign_documents (,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568680896Z
	CREATE TABLE IF NOT EXISTS campaign_links (,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568683576Z
"	    id              UUID PRIMARY KEY DEFAULT extensions.uuid_generate_v4(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568687856Z
"	    id              UUID PRIMARY KEY DEFAULT extensions.uuid_generate_v4(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568691386Z
"	    campaign_id     UUID NOT NULL REFERENCES campaigns(id) ON DELETE CASCADE,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568694546Z
"	    doc_type        campaign_link_type NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568701676Z
"	    campaign_id     UUID NOT NULL REFERENCES campaigns(id) ON DELETE CASCADE,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568702356Z
"	    link_type       campaign_link_type NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568707676Z
"	    title           TEXT NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568712505Z
"	    url             TEXT NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568717925Z
"	    description     TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568723015Z
"	    is_active       BOOLEAN NOT NULL DEFAULT TRUE,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568728585Z
"	    created_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.568733245Z
"	    title           TEXT NOT NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569828531Z
"	    storage_path    TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569836141Z
	BEGIN,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569839231Z
"	    external_url    TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569843281Z
"	    file_name       TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569851131Z
	    IF (TG_OP = 'INSERT') THEN,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569851291Z
"	        INSERT INTO campaign_status_history (campaign_id, from_status, to_status, changed_by)",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569860521Z
"	    file_size_bytes BIGINT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569861281Z
"	        VALUES (NEW.id, NULL, NEW.status, NEW.created_by);",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569868911Z
"	    mime_type       TEXT,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569870791Z
"	    uploaded_by     UUID REFERENCES users(id) ON DELETE SET NULL,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569874921Z
"	    version         INTEGER NOT NULL DEFAULT 1,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569878511Z
"	    is_current      BOOLEAN NOT NULL DEFAULT TRUE,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569882121Z
"	    metadata        JSONB NOT NULL DEFAULT '{}'::jsonb,",error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569885341Z
	    created_at      TIMESTAMPTZ NOT NULL DEFAULT NOW(),error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569888940Z
	);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569892630Z
	CREATE INDEX IF NOT EXISTS idx_campaign_documents_campaign ON campaign_documents(campaign_id);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569896690Z
	CREATE INDEX IF NOT EXISTS idx_campaign_documents_type ON campaign_documents(doc_type);,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569901690Z
	,error,"{""level"":""error""}","{""project"":""e40824fb-b871-4f4a-bbd4-dc97257175b5"",""environment"":""71fe69c0-317e-4401-83e8-167236953714"",""service"":""98ac865d-3446-4204-8b6f-837e63498101"",""deployment"":""dcdde22b-483f-4551-bfa8-a8ad23f2f868"",""replica"":""d74614c5-3877-4710-a4a1-8f41af3269ac""}",2026-07-28T14:54:09.569905600Z
